text,label,dataset
"[#【【【【【【#] At 0-24 on June 14, through the port joint prevention and control mechanism, it reported to 1 case of input new crown pneumonia.The case is Chinese, living in the United States, departing from the United States on June 10, and arriving at Shanghai Pudong International Airport on June 11. After entering the customs, it was observed in isolation and observed. During the period, symptoms occurred.Based on the history of epidemiological diseases, clinical symptoms, laboratory testing and imaging test results, diagnosis is a confirmed case.This overseas input confirmed case has been transferred to the fixed -point medical institution for treatment, and 19 people who have tracked the close contact with the same flight have been implemented in concentrated isolation observations.",real,checked
In the path of #HurricaneLaura? Learn your community's evacuation routes and location of emergency shelters. They may be different this year due to #COVID19. https://t.co/fdkY8dTGZe #Laura https://t.co/ppPBU2WPJv,real,constraint
The government has come under pressure over a lack of availability of #COVID19 tests. Read more here: https://t.co/lMM9qgEryL https://t.co/KjwsinY5s1,real,constraint
NEWS! BBC replaces Nichola Sturgeon’s pandemic briefings with Jamie Oliver making curried haggis https://t.co/AGuy2rNhXe https://t.co/24YLvwz6Q0,fake,constraint
Video of Byculla (Maharashtra) MLA Waris Pathan threatening Police to open a mosque during the existing lockdown impplemented to contain COVID-19 spread.,fake,constraint
"[#【【【#] Belgian Prime Minister Vermes held a press conference after the National Security Council's meeting on the 17th that in order to fight against the new crown pneumonia, from 12:00 on the 18th local time, Belgium will be implemented nationwide.""The end time is tentatively set on April 5.Vermes said that according to the decision of the meeting on the day, in addition to getting off work, purchasing food, medicine, medical treatment and other specific situations, the people across the country must stay at home to prohibit all assemblies and gatherings.Outside of pharmacies, animal food stores and bookstores, ordinary stores are closed, supermarkets implement current limit, and all markets are closed; public transportation continues to operate, but passengers must maintain social distance.Vermes said that the Belgian border will not be closed, but ""non -necessary"" such as travel abroad is prohibited from traveling abroad.The above measures are responsible for the supervision of the police, and after April 5, the decision will decide whether the situation continues.As of the 17th, a total of 1,243 cases of new crown pneumonia in Belgium, 10 deaths, and 15 cases were cured.O Belgium Prime Minister announced the implementation of the country's ""sealed city""",real,checked
Our daily update is published. States reported 70k new cases of COVID-19 a solid 819k tests and 1529 COVID-19 deaths today. Our 7-day average for deaths is now over 1000. https://t.co/P0L4w8Y6oq,real,constraint
Seven additional cases have recovered so our total number of active cases is 114. Of those 39 are imported cases in MIQ facilities and 75 are community cases.,real,constraint
"[People's Daily commentator:#【【【【【【【【【【【【【【] Since April, China's exporting epidemic prevention supplies have grown significantly.""What we need to fight against the disease."" Behind the rapid rising curve is the deep understanding of the Chinese people's deepening of destiny and the courage to the global anti -epidemic.Global resistance is not only a scientific research war, but also a material guarantee war.In this battle, ""Made in China"" is improving global anti -epidemic equipment, enriching emergency reserves in the state and efficiency of war, enriching the treatment of emergency reserves, and doing every day to win the struggle to win this human and major infectious diseases.° People's Daily commentator: Chinese products help global resistance",real,checked
"???Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.??�",fake,constraint
As of today #Bihar districts with the highest active #COVID19 cases are: ▪️ #Patna: 3863 Cases ▪️ #Bhagalpur: 954 Cases ▪️ #Nalanda: 954 Cases #COVID__19 #COVID #Covid_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates https://t.co/Lcwn23Tvnp,real,constraint
"Separate crematoriums, graveyards mooted for Covid-19 fatalities https://t.co/suxeenrkrP",fake,constraint
MHA Permits All States To Open Schools During Lockdown,fake,constraint
Video of kids from Italy yelling at stars assuming them to be their dead mother.,fake,constraint
"Modi claims 1 crore corona patients have been treated for free but India has less than 2 Lakh cases.

Whole world has ~62L positives as of today.

Who the hell has he been treating?

Who is the real PAPPU?",fake,constraint
_A video of food packets deposited on a street has been viewed millions of times on Facebook Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown._,fake,constraint
"The UK government should hold off on introducing #COVID19 restrictions until mid-winter as there is often ""a significant rise in deaths"" in January Professor Carl Heneghan of the @CebmOxford has told Sky News. Get the latest #coronavirus updates: https://t.co/sh4Hj0xuSX https://t.co/ugMNN0vVle",real,constraint
"[#【【【【【【【#] According to the local Iranian media reported on April 2, Iranian Speaker Ali Larryjani tested the new coronal virus after some symptoms, and the results were positive.It is reported that he is currently isolated and treated at home.(Zhou Yan)",real,checked
There are 3 cases considered to have recovered from COVID-19 so our total number of active cases is 23 – all remain in quarantine facilities.​ ​ Our total number of confirmed cases remains at 1192 which is the number we report to the World Health Organization.,real,constraint
"[Live:#【【【【【【#] On the morning of the 27th, Guangzhou Medical University will hold a special news ventilation meeting for epidemic prevention and control.Academician Zhong Nanshan, senior expert group of the National Health and Health Commission, Wang Xinhua, president of Guangzhou Medical University, and Li Yimin, Secretary of the Party Committee of the First Affiliated Hospital of Guangzhou Medical University, will release the overall situation of the Guangyi epidemic prevention and control.L People's Daily's Weibo video.",real,checked
"[#【【【【【【【【#] According to Pang Xinghuo, deputy director of the Beijing Disease Prevention and Control Center, 9 cases of new new coronary pneumonia were added to Beijing on the 21st.There are 3 men and 6 women.The average age is 48 years old, the youngest is 35 years old, and the maximum is 68 years old.5 cases in Fengtai District, 2 cases of Haidian District, 1 case of Xicheng District, and 1 case of Chaoyang District.Seven cases of surveys have been completed and 2 cases are under investigation.L People's Daily's Weibo Video",real,checked
"Just stop it. And enjoy pain for next 30 days. Make a tick on calendar after every day. And when you feel urge, postpone for 10 min. 
Before that, just throw away all packets in garbage. Corona is excuse enough to not visit shops to get them for safety of your near ones. https://t.co/UiZ1VJsHP1",fake,constraint
Blowing hot air through a hairdryer will cure coronavirus.,fake,constraint
"Turmeric and lemon are two simple, cheap and handy things you can use regularly to fight #CoronaVirus. Homemade rasam is also very useful.” The archived version of the post can b",fake,constraint
"[#【【#] ""The Lantern Festival, and sometimes the reunion!"" Tonight, the landmark buildings in many places across the country are cheer for Wuhan.Each emotional expression is transmitted to your determination to be with you; each deep blessing conveys the power of the enemy.The light is here, hope!The grass and trees are germinated, and the spring mountains are expected. Please believe: fight side by side, all your efforts are disappointed, all your persistence will rush to reunion.L People's Daily's Weibo Video",real,checked
